flight_name,latitude,longitude,altitude,waypoint_index
Flight_41,-5.118127716675318,139.8195236659646,350,3
Flight_42,-65.92348831680769,-9.641598043676396,286,1
Flight_42,35.18578286256218,-24.28724913118984,837,2
Flight_42,-37.128074862006244,-178.72183345553864,2336,3
Flight_43,-43.331776157186596,-136.10664289612131,2519,1
Flight_43,-24.583031459308074,-0.1925829421071228,1678,2
Flight_43,-72.26462738737428,56.6849624810246,2495,3
Flight_44,63.27243486717873,148.22932617834738,1927,1
Flight_44,-61.08720264636624,-32.14799890281003,2248,2
Flight_44,-54.440708639714224,80.01694290436143,953,3
Flight_45,-81.3142564601658,-134.74485480115618,2578,1
Flight_45,-16.81441308751333,-136.04182135550616,2597,2
Flight_45,8.779017206904797,-33.07907867217182,2981,3
Flight_46,46.3341627333416,-71.69905391339312,1584,1
Flight_46,23.493748999511922,162.61018104942139,977,2
Flight_46,-63.737801766570186,-112.13627767702035,2250,3
Flight_47,14.05862831358094,-100.88321257776742,2621,1
Flight_47,25.733842144298308,139.03665179537325,1674,2
Flight_47,-13.911178465459315,128.72479944356246,1531,3
Flight_48,34.63615595534304,61.47406430460845,950,1
Flight_48,14.185225987355295,-10.018781409139109,1216,2
Flight_48,62.08666242523114,-136.2375506844827,1140,3
Flight_49,-23.94781524241276,-138.68719026287314,1099,1
Flight_49,-18.11117730626495,146.70222205736746,1123,2
Flight_49,-33.2083657361724,39.946202690268564,2559,3
Flight_50,-75.62085238274753,-126.001208553146,237,1
Flight_50,-42.59191105170408,-150.02592867760632,1711,2
Flight_50,-81.45441041629614,-134.61024876180528,2113,3
Flight_51,74.22549047735006,167.75332360829339,677,1
Flight_51,79.5997369743205,55.85828243790158,2664,2
Flight_51,-81.0280436288674,-178.52635788152185,2845,3
Flight_52,0.8016075369548759,117.49209677025533,414,1
Flight_52,-16.97703122827174,87.96535872626896,2908,2
Flight_52,-79.5496000906851,136.72212507864828,2615,3
Flight_53,48.397018133188936,-9.55657253094779,673,1
Flight_53,70.21133002376581,-84.64982910001528,2736,2
Flight_53,-89.01881345907208,67.79277111082786,2871,3
Flight_54,64.06390582969814,120.43586017486649,2267,1
Flight_54,4.970118526768502,-17.86259400841041,219,2
Flight_54,6.292895778459666,-37.690588310336636,1224,3
Flight_55,-14.633947285870548,137.57110949027856,274,1
Flight_55,87.12537633120064,160.0131146359924,2928,2
Flight_55,85.24650434493992,-88.76786965324621,2212,3
Flight_56,-22.799692549528572,-53.37800220458897,2675,1
Flight_56,-36.70545107866913,-18.007494289144603,606,2
Flight_56,57.565351671594414,-16.740555382888402,125,3
Flight_57,-15.766315021296322,17.81864295607437,2522,1
Flight_57,-27.79531591833215,39.24835940837039,1775,2
Flight_57,-75.87303455832894,-106.87733438747328,825,3
Flight_58,-89.85616185330466,35.595107329521994,1937,1
Flight_58,23.014576793486697,-79.35363168038091,2939,2
Flight_58,-23.03360775806145,-100.43784748807255,653,3
Flight_59,-5.387632983230986,79.19511040907338,2419,1
Flight_59,-75.57395560777891,23.906276910177098,631,2
Flight_59,42.29852259814095,-7.302827039558764,409,3
Flight_60,-86.11922824394811,172.96798529531264,1245,1
Flight_60,31.704572589888016,9.485608461218447,2194,2
Flight_60,-83.12633119257188,-79.49594277604612,1804,3
Flight_61,-50.20140737116304,-121.12404305162792,2041,1
Flight_61,64.17400533622364,95.25598075544252,2550,2
Flight_61,-39.09485352648005,-18.900834933986232,2498,3
Flight_62,-2.5125342560540815,53.31018652776456,2649,1
Flight_62,-50.783399140992834,36.368768354016765,1748,2
Flight_62,51.656395676167904,-156.22560133910582,2503,3
Flight_63,-33.54803942952588,-13.085012066182486,2973,1
Flight_63,-83.69328643448067,60.985205047170126,754,2
Flight_63,27.81052016248222,-56.282176746307044,287,3
Flight_64,54.68895736225258,-113.01447436112967,2924,1
Flight_64,65.8975790546815,12.699729288795282,1229,2
Flight_64,77.44551147753867,-41.63332404716775,2093,3
Flight_65,76.72845370570425,129.4154597930122,300,1
Flight_65,-23.30048670519116,161.15875033876944,1450,2
Flight_65,62.263571591569246,126.04914019195434,1557,3
Flight_66,-46.2704524932381,100.27683895583897,2706,1
Flight_66,52.7640271295771,-117.94964344235945,748,2
Flight_66,15.151443387778045,-171.82246450010052,2489,3
Flight_67,-62.12273982778339,74.76866231628964,1147,1
Flight_67,-53.36830896782277,38.686914178642894,1125,2
Flight_67,52.25111489924453,-93.00056849299483,317,3
Flight_68,13.908500464742175,-62.476492752005214,2871,1
Flight_68,-24.00262256405398,64.78989914523518,2547,2
Flight_68,-18.819377730405805,139.00578458684743,1968,3
Flight_69,-38.789135816501926,145.93132039671093,2553,1
Flight_69,84.35342228365135,59.22407172496088,1956,2
Flight_69,31.195739770995644,124.54966230175404,1936,3
Flight_70,89.84613361566178,-173.41110863098604,1016,1
Flight_70,-69.3344669010495,127.326631669974,621,2
Flight_70,-88.6037808863611,34.38390698592639,247,3
Flight_71,-9.83287241466887,110.88872347248929,1222,1
Flight_71,49.062917326545914,118.13906128140172,2631,2
Flight_71,67.76161002855972,64.55794826391403,2565,3
Flight_72,46.68103284322669,148.81276045580177,194,1
Flight_72,-72.58627856198602,169.66819323266287,1668,2
Flight_72,-84.49211034706713,146.20196126667264,1997,3
Flight_73,-31.84762403460607,125.48755187096043,967,1
Flight_73,-4.8595469635713755,-113.6001081742275,1935,2
Flight_73,-86.05986231458891,-142.7216255630217,1873,3
Flight_74,77.45896125242479,-132.38116422441408,1599,1
Flight_74,-64.78103424012683,-65.7902382338364,2931,2
Flight_74,28.364751525472087,87.98214074969462,2332,3
Flight_75,78.33995849508585,-151.39462529407737,2358,1
Flight_75,-18.30457656555852,26.361956222636735,218,2
Flight_75,-21.485224366152877,-130.54428939520312,2695,3
Flight_76,-49.169473775568434,124.060430057612,100,1
Flight_76,-44.335979463179925,146.0256272983915,1062,2
Flight_76,37.1032565127843,107.43923771523589,159,3
Flight_77,-42.90594528623203,157.85197891023932,860,1
Flight_77,-71.76083961539446,36.451060164425,1768,2
Flight_77,-33.5518064914206,-92.60701116241057,2921,3
Flight_78,-61.37490352305285,-162.0273315209073,1713,1
Flight_78,37.91666777915651,-68.02750778132292,1329,2
Flight_78,-37.81891032662837,-115.82220396356945,1644,3
Flight_79,-10.22226985985884,163.64054747020435,1872,1
Flight_79,-77.25431890959317,154.72325067048558,2485,2
Flight_79,-68.77964669203104,50.52164154121306,1151,3
Flight_80,51.735595793812195,60.511747343901504,2293,1
Flight_80,-30.417275063341833,-57.34334539124997,457,2
Flight_80,59.901373036701756,-158.89120821340128,2522,3
Flight_81,82.21359960654198,16.753027227664802,1848,1
Flight_81,-22.039462302876117,16.479727752733595,1839,2
Flight_81,-35.06886784764585,84.72352692034121,1588,3
Flight_82,4.52285414359676,-65.81156492962741,1306,1
Flight_82,13.095463632267268,35.08894403155662,363,2
Flight_82,45.57352016747555,-59.414053569315485,1152,3
Flight_83,69.51507118387391,-70.64452312821768,2290,1
Flight_83,10.966088198783382,-113.42279815047128,367,2
Flight_83,-24.000462481405023,-147.41337149939707,2817,3
Flight_84,76.1537540557259,-38.86169071384961,2616,1
Flight_84,-2.63705873763719,105.77422137083744,2617,2
Flight_84,-61.733543810248406,81.24719658960635,976,3
Flight_85,-50.443244140985236,115.83371931961824,2333,1
Flight_85,-2.793863702531766,-123.10849172263931,1355,2
Flight_85,-14.529572463342774,150.41762624366402,2532,3
Flight_86,88.47246814172141,-105.33974641311912,1266,1
Flight_86,-12.163482001434389,3.7557369398655,1308,2
Flight_86,-79.21658048757038,58.9823275631322,809,3
Flight_87,89.83357665705626,27.982318318513762,1378,1
Flight_87,-66.13416461644024,27.593703551130346,1826,2
Flight_87,-81.15977614554812,-167.37471184054698,555,3
Flight_88,-27.53663094888546,-93.87777911796684,620,1
Flight_88,-13.990184741898986,149.68572561107146,854,2
Flight_88,-71.01022442565241,-45.8909979378987,108,3
Flight_89,29.41187988894346,105.88957221349955,1004,1
Flight_89,10.093172613004725,71.73938720346965,1293,2
Flight_89,-10.662584904070869,-151.61480180818916,1120,3
Flight_90,34.75446767520047,121.62764292214365,1248,1
Flight_90,16.218435720376377,52.380844297830606,527,2
Flight_90,24.882563228888927,-138.74647324386763,1231,3
Flight_91,0.6303383065655481,29.349722964157877,2407,1
Flight_91,-76.78766937214716,119.87192156313006,1320,2
Flight_91,25.66995985438969,-148.85961078190516,2903,3
Flight_92,45.417015873464436,-137.48766580963724,1763,1
Flight_92,-39.4397122289184,115.63899764411741,2221,2
Flight_92,-7.040321831098552,-111.64269408326275,2217,3
Flight_93,-15.865732112843403,-4.525354916039987,2931,1
Flight_93,61.39992471308756,-125.22978353042436,1177,2
Flight_93,-77.13964063616284,25.624818361190762,1441,3
Flight_94,32.04747134222235,66.23733099962328,1956,1
Flight_94,-43.85256900582149,14.609304834867856,486,2
Flight_94,-36.10343603610545,-79.55943293248868,1595,3
Flight_95,8.67149723333759,89.16314014162975,1396,1
Flight_95,33.08096858137003,110.58289329369245,1894,2
Flight_95,-6.092172146848185,30.273113959913474,2668,3
Flight_96,30.216901543837295,-11.145399744838954,1490,1
Flight_96,61.730681901236494,-154.557733006712,1629,2
Flight_96,65.30084988957378,-109.94374520468503,2117,3
Flight_97,-29.662408008943366,86.97987830891589,1168,1
Flight_97,39.92232225015519,-5.953676716662102,759,2
Flight_97,-8.08028331459306,-40.739192523959105,100,3
Flight_98,-64.4794815244817,-29.26626855618204,908,1
Flight_98,52.269557217192926,121.95091166424834,2432,2
Flight_98,-79.21890403413352,135.50809764626075,2015,3
Flight_99,24.325458323761453,-19.06588653973597,1797,1
Flight_99,27.712584655583242,46.58054736768398,2093,2
Flight_99,31.31766644567321,135.84996532225205,247,3
Flight_100,58.84559730074798,-20.23073579162366,2740,1
Flight_100,35.57685707002116,-46.46687354607644,556,2
Flight_100,-16.406647335773087,-58.52980850920645,1906,3
